title,price,count,rating,info_dict
Пуховик женский длинный демисезонный стеганое пальто,3343,73,4.1,"{'Цвет': 'черный', 'Размер на модели': 'S', 'Утеплитель': 'синтепух', 'Температурный режим': 'от 0 °C до -15 °C', 'Материал подкладки': 'полиэстер', 'Страна производства': 'Китай', 'Вид застежки': 'молния', 'Особенности модели': 'нет', 'Опции капюшона': 'съемный капюшон', 'Длина изделия по спинке': '123.5 см', 'Опции опушки': 'без опушки', 'Тип карманов': 'с клапаном', 'Конструктивные элементы': 'капюшон', 'Сезон': 'зима', 'Артикул': '181419024', 'Состав': '100% полиэстер, Подкладка: 100% полиэстер'}"
куртка зимняя с капюшоном удлиненная пуховик,4440,11,5,"{'Цвет': 'черный', 'Размер на модели': '50', 'Рост модели на фото': '177 см', 'Параметры модели на фото (ОГ-ОТ-ОБ)': '90-80-90', 'Утеплитель': 'синтепон; холлофайбер', 'Температурный режим': 'от +10°C до -25°C', 'Плотность синтетического утеплителя': '300 г/кв.м', 'Материал подкладки': 'полиэстер', 'Страна производства': 'Россия', 'Вид застежки': 'молния; кнопки', 'Особенности модели': 'классическая', 'Опции капюшона': 'несъемный капюшон', 'Опции опушки': 'без опушки', 'Декоративные элементы': 'принт', 'Тип карманов': 'прорезные', 'Сезон': 'демисезон; зима', 'Артикул': '185128943', 'Состав': 'полиэстер'}"
Пуховик зимний с капюшоном,4508,16,4.6,"{'Размер на модели': 'М', 'Рост модели на фото': '173 см', 'Параметры модели на фото (ОГ-ОТ-ОБ)': '85-59-87', 'Утеплитель': 'polycool fiber', 'Температурный режим': '-15', 'Плотность синтетического утеплителя': '250 г/кв.м', 'Страна производства': 'Китай', 'Материал подкладки': 'полиэстер', 'Вид застежки': 'молния', 'Особенности модели': 'оверсайз', 'Опции капюшона': 'с капюшоном', 'Длина изделия по спинке': '90 см', 'Опции опушки': 'без опушки', 'Декоративные элементы': 'пайетки', 'Тип карманов': 'с карманами', 'Сезон': 'демисезон; зима', 'Артикул': '99381184'}"
Пальто с капюшоном и карманами,2508,183,4.8,"{'Цвет': 'чернильный', 'Утеплитель': 'полиэстер', 'Материал подкладки': 'полиэстер', 'Страна производства': 'Китай', 'Вид застежки': 'молния', 'Особенности модели': 'нет', 'Опции капюшона': 'несъемный капюшон', 'Опции опушки': 'без опушки', 'Декоративные элементы': 'без элементов', 'Тип карманов': 'прорезные', 'Конструктивные элементы': 'нет', 'Сезон': 'демисезон', 'Артикул': '176820683', 'Состав': 'полиэстер 100%'}"
Полукомбинезон детский утепленный зимний,1417,307,4.9,"{'Цвет': 'черничный', 'Размер на модели': '110', 'Утеплитель': 'синтепон', 'Температурный режим': 'до -25C', 'Плотность синтетического утеплителя': '200 г/кв.м', 'Страна производства': 'Китай', 'Материал подкладки': 'полиэстер', 'Вид застежки': 'молния', 'Особенности модели': 'снегозащитные манжеты', 'Тип карманов': 'без карманов', 'Сезон': 'зима', 'Артикул': '116870492', 'Состав': 'нейлон 100%'}"
Куртка зимняя с капюшоном удлиненная оверсайз,3808,26,4.6,"{'Размер на модели': '42', 'Рост модели на фото': '173 см', 'Параметры модели на фото (ОГ-ОТ-ОБ)': '90-60-90', 'Утеплитель': 'холлофайбер', 'Температурный режим': 'от +5 °C до -15 °C', 'Плотность синтетического утеплителя': '250 г/кв.м', 'Материал подкладки': 'полиэстер', 'Страна производства': 'Россия', 'Вид застежки': 'молния', 'Особенности модели': 'водоотталкивающий материал', 'Опции капюшона': 'несъемный капюшон', 'Опции опушки': 'без опушки', 'Декоративные элементы': 'без элементов', 'Тип карманов': 'прорезные', 'Сезон': 'демисезон; зима', 'Артикул': '177992720', 'Состав': 'полиэстер'}"
Пуховик зимний длинный с капюшоном,4608,211,4.6,"{'Цвет': 'коричневый; капучино; светло-коричневый; кофейный', 'Размер на модели': 'М', 'Рост модели на фото': '168 см', 'Параметры модели на фото (ОГ-ОТ-ОБ)': '88-60-90', 'Утеплитель': 'холлофайбер', 'Температурный режим': 'от -10 °C до -30 °C', 'Плотность синтетического утеплителя': '350 г/кв.м', 'Страна производства': 'Китай', 'Материал подкладки': 'полиэстер', 'Вид застежки': 'молния; кнопки', 'Особенности модели': 'миди удлиненный и утепленный', 'Опции капюшона': 'несъемный капюшон', 'Декоративные элементы': 'манжеты', 'Тип карманов': 'прорезные', 'Сезон': 'зима; демисезон', 'Артикул': '170517746', 'Состав': 'полиэстер, холлофайбер'}"
"Куртка зимняя оверсайз ""Смайл"" Черная С капюшоном",7590,845,4.6,"{'Размер на модели': 'xl', 'Рост модели на фото': '181 см', 'Параметры модели на фото (ОГ-ОТ-ОБ)': '85 - 73 - 80', 'Утеплитель': 'Полиэфирное волокно', 'Температурный режим': 'от +5 до -15 С', 'Плотность синтетического утеплителя': '250 г/кв.м', 'Материал подкладки': 'полиэстер', 'Страна производства': 'Россия', 'Вид застежки': 'молния', 'Особенности модели': 'Oversize / оверсайз', 'Опции капюшона': 'съемный капюшон', 'Опции опушки': 'без опушки', 'Декоративные элементы': 'принт разноцветный', 'Тип карманов': 'прорезные', 'Сезон': 'демисезон; зима', 'Артикул': '52274167', 'Состав': 'полиэстер 90%, эко-хлопок 10%'}"
Брюки зимние мембранные,3327,184,4.9,"{'Цвет': 'темно-серый', 'Утеплитель': '200 г/м2', 'Температурный режим': 'от -5° до -30°', 'Плотность синтетического утеплителя': '200 г/кв.м', 'Страна производства': 'Китай', 'Материал подкладки': 'полиэстер Tricot', 'Вид застежки': 'молния', 'Особенности модели': 'из мембраны с тефлоновой обработкой, область коленей усилена, подтяжка регулируются', 'Тип карманов': 'в шве', 'Сезон': 'зима', 'Артикул': '169866662', 'Состав': 'верх: 80% нейлон, 20% полиуретан, подклад: 100% полиэстер, Утеплитель: 100% полиэстер'}"
Джудит Пальто зимнее теплое,13520,67,4.6,"{'Цвет': 'хаки; оливковый', 'Размер на модели': '52', 'Рост модели на фото': '176 см', 'Параметры модели на фото (ОГ-ОТ-ОБ)': '110/87/110', 'Утеплитель': 'синтепух', 'Температурный режим': 'до -25', 'Материал подкладки': 'полиэстер', 'Страна производства': 'Россия', 'Вид застежки': 'молния, кнопки', 'Особенности модели': 'ветрозащита', 'Опции капюшона': 'несъемный капюшон', 'Опции опушки': 'без опушки', 'Декоративные элементы': 'молния по бокам', 'Тип карманов': 'прорезные', 'Сезон': 'зима', 'Артикул': '180374883', 'Состав': 'Полиэстер - 100%'}"
Куртка зимняя удлиненная с капюшоном,5600,32,4.5,"{'Размер на модели': '50', 'Рост модели на фото': '182 см', 'Параметры модели на фото (ОГ-ОТ-ОБ)': '106-85-97', 'Утеплитель': 'холлофайбер', 'Температурный режим': 'от 0 °C до -30 °C', 'Плотность синтетического утеплителя': '300 г/кв.м', 'Материал подкладки': 'полиэстер', 'Страна производства': 'Китай', 'Вид застежки': 'двухзамковая молния; кнопки', 'Особенности модели': 'ветрозащита', 'Опции капюшона': 'съемный капюшон', 'Опции опушки': 'без опушки', 'Декоративные элементы': 'планка', 'Тип карманов': 'прорезные', 'Сезон': 'зима; демисезон', 'Артикул': '175766388', 'Состав': 'хлопок 65%, полиэстер 35%'}"
Пуховик зимний длинный куртка с капюшоном,7303,901,4.7,"{'Цвет': 'черный; черный матовый; черный графит; глубокий черный', 'Размер на модели': '58-60', 'Рост модели на фото': '178 см', 'Параметры модели на фото (ОГ-ОТ-ОБ)': '112-85-112', 'Утеплитель': 'тинсулейт', 'Температурный режим': 'до -30', 'Плотность синтетического утеплителя': '300 г/кв.м', 'Материал подкладки': 'Полиэстер', 'Страна производства': 'Китай', 'Вид застежки': 'Молния', 'Особенности модели': 'Влагонепроницаемая и ветрозащитная', 'Опции капюшона': 'несъемный капюшон', 'Опции опушки': 'без опушки', 'Декоративные элементы': 'Яркий принт', 'Тип карманов': 'глубокие', 'Сезон': 'зима', 'Артикул': '189365134', 'Состав': 'тинсулейт, полиэстер'}"
Куртка,11019,111,4.4,"{'Цвет': 'темно-бежевый', 'Размер на модели': '42', 'Утеплитель': 'экопух', 'Плотность синтетического утеплителя': '300 г/кв.м', 'Материал подкладки': '100% полиэстер', 'Страна производства': 'Вьетнам', 'Вид застежки': 'молния', 'Опции капюшона': 'несъемный капюшон', 'Опции опушки': 'без меха', 'Тип карманов': 'прорезные', 'Сезон': 'зима', 'Артикул': '163476012', 'Состав': '100% полиэстер'}"
Куртка,1461,77,4.4,"{'Цвет': 'белый', 'Размер на модели': '44', 'Рост модели на фото': '180 см', 'Утеплитель': 'холлофайбер', 'Температурный режим': 'от + 10 °С до - 15 °С', 'Материал подкладки': 'Холлофайбер', 'Страна производства': 'Россия', 'Вид застежки': 'молния', 'Особенности модели': 'влагостойкость', 'Опции капюшона': 'без капюшона', 'Опции опушки': 'без опушки', 'Декоративные элементы': 'внутренние манжеты', 'Тип карманов': 'прорезные', 'Сезон': 'демисезон', 'Артикул': '178176916', 'Состав': 'полиэстер'}"
Куртка удлиненная,3360,5625,4.6,"{'Цвет': 'капучино', 'Рост модели на фото': '170 см', 'Параметры модели на фото (ОГ-ОТ-ОБ)': '90-62-92', 'Утеплитель': 'синтепон', 'Температурный режим': 'от +5 °C до -10 °C', 'Плотность синтетического утеплителя': '150 г/кв.м', 'Материал подкладки': 'полиэстер', 'Страна производства': 'Россия', 'Вид застежки': 'молния', 'Особенности модели': 'удлиненная', 'Опции капюшона': 'несъемный капюшон', 'Опции опушки': 'без опушки', 'Декоративные элементы': 'ветрозащита', 'Тип карманов': 'прорезные', 'Сезон': 'зима; демисезон', 'Артикул': '176378824', 'Состав': 'полиэстeр'}"
Пуховик с поясом,8075,29,4.8,"{'Цвет': 'черный', 'Размер на модели': '44', 'Рост модели на фото': '177 см', 'Параметры модели на фото (ОГ-ОТ-ОБ)': '78-63-94', 'Утеплитель': '80% пух, 20% перо', 'Страна производства': 'Китай', 'Материал подкладки': 'полиэстер', 'Вид застежки': 'кнопки', 'Особенности модели': 'с утеплением', 'Опции капюшона': 'без капюшона', 'Опции опушки': 'без опушки', 'Декоративные элементы': 'без элементов', 'Тип карманов': 'прорезные', 'Сезон': 'зима', 'Артикул': '176066099', 'Состав': 'полиэстер 100%'}"
Куртка утепленная,7999,19,5,"{'Цвет': 'бежевый', 'Размер на модели': 'RUS 44 | EUR S/36', 'Рост модели на фото': '175 см', 'Параметры модели на фото (ОГ-ОТ-ОБ)': '84-60-94 см', 'Утеплитель': 'полиэстер', 'Материал подкладки': 'полиэстер', 'Страна производства': 'Китай', 'Вид застежки': 'молния', 'Особенности модели': 'каждый день', 'Декоративные элементы': 'без элементов', 'Сезон': 'зима', 'Артикул': '179380943', 'Состав': 'полиэстер, искусственный мех, модакрил, акрил, полиэстер'}"
Пальто зимнее,5427,29,4.6,"{'Цвет': 'бежевый', 'Утеплитель': 'синтепон', 'Температурный режим': 'до -25С', 'Плотность синтетического утеплителя': '350 г/кв.м', 'Материал подкладки': 'флисовая', 'Страна производства': 'Китай', 'Вид застежки': 'молния', 'Особенности модели': 'ветрозащита и влагозащита', 'Опции капюшона': 'несъемный', 'Опции опушки': 'съемная опушка', 'Декоративные элементы': 'светоотражающие элементы', 'Тип карманов': 'прорезные', 'Сезон': 'зима', 'Артикул': '176886707', 'Состав': '100% полиэстер'}"
Куртка зимняя детская на мальчика,2440,2410,4.8,"{'Цвет': 'бежевый', 'Утеплитель': 'холлофайбер', 'Температурный режим': 'от -5 °C до -30 °C', 'Материал подкладки': 'флис', 'Страна производства': 'Китай', 'Вид застежки': 'молния; кнопки', 'Особенности модели': 'ветрозащитный материал', 'Опции капюшона': 'съемный капюшон', 'Опции опушки': 'съемная опушка', 'Тип карманов': 'на молнии', 'Сезон': 'зима', 'Артикул': '175401053', 'Состав': 'полиэстер'}"
Пальто зимнее меховое длинное шерсть,6144,342,4.4,"{'Размер на модели': '44', 'Рост модели на фото': '170 см', 'Параметры модели на фото (ОГ-ОТ-ОБ)': '89-64-90', 'Утеплитель': 'шерсть; синтепон', 'Температурный режим': 'от +5 °C до -10 °C', 'Материал подкладки': 'полиэстер', 'Страна производства': 'Россия', 'Вид застежки': 'пуговицы; скрытые пуговицы', 'Особенности модели': 'Пальто женское зимнее', 'Опции капюшона': 'без капюшона', 'Длина изделия по спинке': '111 см', 'Опции опушки': 'без опушки', 'Декоративные элементы': 'Разрезы', 'Тип карманов': 'прорезные', 'Конструктивные элементы': 'пояс', 'Сезон': 'круглогодичный; демисезон', 'Артикул': '184516554', 'Состав': 'шерсть 75%, вискоза 20%, эластан 5%, экомех'}"
Куртка весенняя стеганая утепленная с капюшоном и поясом,3600,11,4.8,"{'Размер на модели': '42', 'Рост модели на фото': '172 см', 'Параметры модели на фото (ОГ-ОТ-ОБ)': '89-60-90', 'Утеплитель': 'синтепух', 'Температурный режим': 'от +10 °C до -10 °C', 'Плотность синтетического утеплителя': '200 г/кв.м', 'Материал подкладки': 'полиэстер', 'Страна производства': 'Вьетнам', 'Вид застежки': 'кнопки; молния', 'Особенности модели': 'стеганая', 'Опции капюшона': 'несъемный капюшон', 'Опции опушки': 'без опушки', 'Декоративные элементы': 'без элементов', 'Тип карманов': 'накладные', 'Сезон': 'демисезон', 'Артикул': '198069789', 'Состав': 'полиэстер 100%'}"
Зимняя куртка/парка/аляска желтый,23240,,Нет оценок,"{'Размер на модели': '54', 'Рост модели на фото': '185 см', 'Утеплитель': 'полиэстер; хлопок', 'Температурный режим': 'от 0 °C до -40 °C', 'Материал подкладки': 'нейлон; полиэстер', 'Страна производства': 'Китай', 'Вид застежки': 'молния; кнопки', 'Особенности модели': 'ветрозащита', 'Опции капюшона': 'несъемный капюшон', 'Опции опушки': 'съемная опушка', 'Сезон': 'зима', 'Артикул': '198119447', 'Состав': 'полиэстер, нейлон, хлопок'}"
Куртка зимняя для мальчика удлиненная с капюшоном,6047,79,4.6,"{'Цвет': 'изумрудный; изумрудно-зеленый; зеленый; черный', 'Размер на модели': '152', 'Рост модели на фото': '152 см', 'Параметры модели на фото (ОГ-ОТ-ОБ)': 'средние', 'Утеплитель': 'изософт', 'Температурный режим': 'от 0 до -40', 'Плотность синтетического утеплителя': '250 г/кв.м', 'Материал подкладки': 'флис; полиэстер', 'Страна производства': 'Россия', 'Вид застежки': 'молния; фиксатор', 'Особенности модели': 'удлиненная прямая свободная молодежная стильная классическая с утеплением', 'Опции капюшона': 'несъемный капюшон', 'Опции опушки': 'без опушки', 'Декоративные элементы': 'светоотражающие элементы, принт, карманы, капюшон', 'Тип карманов': 'с клапаном', 'Сезон': 'зима; демисезон', 'Артикул': '173490389', 'Состав': 'полиэстeр'}"
Зимняя куртка длинная с капюшоном,9248,32,4.7,"{'Размер на модели': '50', 'Рост модели на фото': '184 см', 'Параметры модели на фото (ОГ-ОТ-ОБ)': '106-80-96', 'Утеплитель': 'шерсть; альпака', 'Температурный режим': 'от +5 °C до -30 °C', 'Плотность синтетического утеплителя': '300 г/кв.м', 'Страна производства': 'Россия', 'Материал подкладки': 'мембранная ткань', 'Вид застежки': 'молния; кнопки', 'Особенности модели': 'длинная', 'Опции капюшона': 'съемный капюшон', 'Опции опушки': 'без опушки', 'Декоративные элементы': 'карманы', 'Тип карманов': 'прорезные', 'Сезон': 'зима', 'Артикул': '176015531', 'Состав': 'альпака, верблюжья шерсть'}"
Пуховик длинный с капюшоном,6552,206,4.7,"{'Цвет': 'черный', 'Размер на модели': '44', 'Рост модели на фото': '169 см', 'Параметры модели на фото (ОГ-ОТ-ОБ)': '90-60-91', 'Утеплитель': 'холлофайбер', 'Температурный режим': 'от 0 °C до -30 °C', 'Плотность синтетического утеплителя': '300 г/кв.м', 'Страна производства': 'Россия', 'Материал подкладки': 'полиэстер', 'Вид застежки': 'молния; кнопки', 'Особенности модели': 'ветрозащита, влагонепроницаемость', 'Опции капюшона': 'несъемный капюшон', 'Тип карманов': 'прорезные', 'Сезон': 'зима', 'Артикул': '177233368', 'Состав': 'полиэстер 100%'}"
Зимняя куртка с капюшоном,8395,116,4.8,"{'Цвет': 'черный', 'Рост модели на фото': '182 см', 'Параметры модели на фото (ОГ-ОТ-ОБ)': '101-78-98', 'Утеплитель': 'Био-Пух', 'Температурный режим': 'от -20 °C до -5 °C', 'Плотность синтетического утеплителя': '295 г/кв.м', 'Материал подкладки': 'полиэстер; текстиль', 'Страна производства': 'Китай', 'Вид застежки': 'молния; кнопки', 'Особенности модели': 'утепленная', 'Опции капюшона': 'съемный капюшон', 'Опции опушки': 'без опушки', 'Декоративные элементы': 'кулиска, воротник стойка', 'Тип карманов': 'накладные', 'Сезон': 'зима', 'Артикул': '167266106', 'Состав': 'полиэстер 100%'}"
Куртка зимняя короткая,3900,,Нет оценок,"{'Цвет': 'черный', 'Размер на модели': '44-46', 'Рост модели на фото': '163 см', 'Параметры модели на фото (ОГ-ОТ-ОБ)': '95-75-95', 'Утеплитель': 'холлофайбер', 'Температурный режим': 'от +5 °C до -15 °C', 'Плотность синтетического утеплителя': '280 г/кв.м', 'Материал подкладки': 'вискоза; полиэстер', 'Страна производства': 'Россия', 'Вид застежки': 'замок; молния', 'Особенности модели': 'куртка женская зимняя короткая оверсайз на молнии', 'Опции капюшона': 'без капюшона', 'Декоративные элементы': 'короткая зимняя куртка с фиксацией на талии', 'Тип карманов': 'с отрезным бочком', 'Сезон': 'зима; демисезон', 'Артикул': '195311688'}"
Пуховик,6327,26,4.7,"{'Цвет': 'синий', 'Утеплитель': 'пух', 'Страна производства': 'Вьетнам', 'Материал подкладки': 'полиэстер', 'Вид застежки': 'молния', 'Особенности модели': 'каждый день', 'Опции капюшона': 'несъемный капюшон', 'Декоративные элементы': 'без элементов', 'Сезон': 'зима', 'Артикул': '177316609', 'Состав': 'полиэстер, утиный пух серый, утиное перо серое'}"
зимняя куртка удлиненная,5920,708,4.8,"{'Размер на модели': '50', 'Рост модели на фото': '180 см', 'Утеплитель': 'синтепон', 'Температурный режим': 'от -5 °C до -25 °C', 'Плотность синтетического утеплителя': '300 г/кв.м', 'Материал подкладки': 'полиэстер', 'Вид застежки': 'молния; кнопки', 'Особенности модели': 'водонепроницаемая', 'Опции капюшона': 'съемный капюшон', 'Опции опушки': 'без опушки', 'Декоративные элементы': 'двойная застежка', 'Тип карманов': 'прорезные', 'Сезон': 'зима; демисезон', 'Артикул': '98620031', 'Состав': 'полиэстер'}"
Пуховик зимний с капюшоном куртка длинная оверсайз,7400,306,4.7,"{'Размер на модели': '42', 'Рост модели на фото': '172 см', 'Параметры модели на фото (ОГ-ОТ-ОБ)': '85-60-88', 'Утеплитель': 'био пух', 'Температурный режим': 'От -15°C до -30°C', 'Плотность синтетического утеплителя': '300 г/кв.м', 'Характеристика пух/перо (fill power)': '300 куб. дюйм на унцию', 'Страна производства': 'Россия', 'Материал подкладки': 'полиэстер', 'Вид застежки': 'молния; кнопки', 'Особенности модели': 'водонепроницаемая ткань', 'Опции капюшона': 'несъемный капюшон', 'Опции опушки': 'без опушки', 'Декоративные элементы': 'пуговицы', 'Тип карманов': 'прорезные', 'Сезон': 'зима; демисезон', 'Артикул': '183803609', 'Состав': 'полиэстeр, био пух'}"
Куртка,3215,352,4.8,"{'Цвет': 'серо-бежевый', 'Утеплитель': 'полиэстер', 'Материал подкладки': 'полиэстер', 'Страна производства': 'Китай', 'Особенности модели': 'нет', 'Декоративные элементы': 'без элементов', 'Тип карманов': 'прорезные', 'Сезон': 'демисезон', 'Артикул': '176349904', 'Состав': 'полиэстер 100%'}"
Пуховик зимний длинный с капюшоном,4896,117,4.6,"{'Размер на модели': '44', 'Рост модели на фото': '175 см', 'Параметры модели на фото (ОГ-ОТ-ОБ)': '92-65-94', 'Утеплитель': 'тинсулейт', 'Температурный режим': 'от +5 °C до -30 °C', 'Плотность синтетического утеплителя': '300 г/кв.м', 'Страна производства': 'Россия', 'Материал подкладки': 'полиэстер', 'Вид застежки': 'молния', 'Особенности модели': 'пуховик женский зимний с капюшоном', 'Опции капюшона': 'несъемный капюшон', 'Опции опушки': 'без опушки', 'Декоративные элементы': 'верхняя одежда женская зима', 'Тип карманов': 'накладные', 'Сезон': 'зима', 'Артикул': '188286395', 'Состав': 'полиэстер'}"
Пуховик,4784,1829,4.4,"{'Размер на модели': '42', 'Рост модели на фото': '173 см', 'Параметры модели на фото (ОГ-ОТ-ОБ)': '84-66-92', 'Утеплитель': 'термофин', 'Температурный режим': 'до -25 С', 'Плотность синтетического утеплителя': '300 г/кв.м', 'Материал подкладки': 'полиэстер', 'Страна производства': 'Россия', 'Вид застежки': 'молния', 'Опции капюшона': 'несъемный капюшон', 'Длина изделия по спинке': '114 см', 'Опции опушки': 'без опушки', 'Тип карманов': 'в шве', 'Сезон': 'зима', 'Артикул': '16406081'}"
Пуховик с капюшоном удлиненный зимний,5616,141,4.8,"{'Цвет': 'черный; черный матовый', 'Размер на модели': '50', 'Рост модели на фото': '186 см', 'Параметры модели на фото (ОГ-ОТ-ОБ)': '98-77-95', 'Утеплитель': 'синтепух', 'Температурный режим': 'от -5 до -30', 'Страна производства': 'Россия', 'Материал подкладки': 'саржа', 'Вид застежки': 'молния; кнопки', 'Особенности модели': 'куртка подростковая удлиненная oversize', 'Опции капюшона': 'съемный капюшон', 'Опции опушки': 'нет', 'Декоративные элементы': 'карман на молнии', 'Тип карманов': 'прорезные', 'Сезон': 'демисезон; зима', 'Артикул': '174184462'}"
Пуховик зимний длинный больших размеров Куртка,6400,683,4.6,"{'Цвет': 'морская волна', 'Рост модели на фото': '162 см', 'Утеплитель': 'холлофайбер', 'Температурный режим': '0 до -30 С', 'Плотность синтетического утеплителя': '350 г/кв.м', 'Материал подкладки': 'полиэстер, холлофайбер', 'Страна производства': 'Россия', 'Вид застежки': 'молния', 'Особенности модели': 'большие размеры, влагонепроницаемость', 'Опции капюшона': 'несъемный капюшон', 'Опции опушки': 'без опушки', 'Декоративные элементы': 'молния', 'Тип карманов': 'глубокие', 'Сезон': 'зима', 'Артикул': '102638918', 'Состав': 'полиэстер 50%, холлофайбер 50%'}"
Пуховик зимний,5925,78,4.8,"{'Цвет': 'черный', 'Утеплитель': 'Холлофайбер', 'Температурный режим': 'от +5 °C до -30 °C', 'Плотность синтетического утеплителя': '300 г/кв.м', 'Страна производства': 'Россия', 'Материал подкладки': 'полиэстер', 'Вид застежки': 'молния; кнопки', 'Особенности модели': 'влагонепроницаемость', 'Опции капюшона': 'съемный капюшон', 'Опции опушки': 'без опушки', 'Тип карманов': 'прорезные', 'Сезон': 'зима; демисезон', 'Артикул': '170950875', 'Состав': 'Полиэстер, Холлофайбер'}"
Бомбер утепленный детский школьный черный оверсайз,1069,2921,4.7,"{'Цвет': 'глубокий черный', 'Утеплитель': 'флис', 'Страна производства': 'Китай', 'Вид застежки': 'пуговицы', 'Особенности модели': 'куртка бомбер оверсайз для мальчика девочек подростков', 'Декоративные элементы': 'надпись', 'Тип карманов': 'прорезные', 'Сезон': 'круглогодичный; демисезон; зима', 'Артикул': '143189258', 'Состав': 'хлопок 80% полиэстер 20%'}"
Пуховик длинный с капюшоном,3480,65,4.6,"{'Размер на модели': 'M', 'Рост модели на фото': '165 см', 'Утеплитель': 'пух; утиный пух', 'Температурный режим': 'от +5 °C до -25 °C', 'Плотность синтетического утеплителя': '300 г/кв.м', 'Страна производства': 'Россия', 'Материал подкладки': 'полиэстер', 'Вид застежки': 'молния; кнопки', 'Особенности модели': 'базовая', 'Опции капюшона': 'съемный капюшон', 'Опции опушки': 'без опушки', 'Декоративные элементы': 'длинное', 'Тип карманов': 'прорезные', 'Сезон': 'демисезон; зима', 'Артикул': '176411036', 'Состав': 'полиэстeр, утиный пух'}"
Пуховик зимний длинный невесомый корейский стиль,8624,77,4.6,"{'Цвет': 'черный', 'Размер на модели': 'М', 'Рост модели на фото': '173 см', 'Параметры модели на фото (ОГ-ОТ-ОБ)': '88-60-90', 'Утеплитель': 'Пух-90%, Перо-10%', 'Температурный режим': 'до -30° C', 'Характеристика пух/перо (fill power)': '460 куб. дюйм на унцию', 'Страна производства': 'Китай', 'Материал подкладки': 'полиэстер', 'Вид застежки': 'молния', 'Особенности модели': 'ветрозащитная, водоотталкивающая, подтяжки', 'Опции капюшона': 'несъемный капюшон', 'Опции опушки': 'без опушки', 'Декоративные элементы': 'манжеты с проймой для пальца, разрезы на кнопках', 'Тип карманов': 'прорезные на молнии', 'Сезон': 'зима', 'Артикул': '165118785', 'Состав': 'ПУХ, ПЕРО'}"
Пальто с капюшоном,4087,280,4.6,"{'Цвет': 'синий; небесно-голубой', 'Размер на модели': '52', 'Рост модели на фото': '168 см', 'Параметры модели на фото (ОГ-ОТ-ОБ)': '114х95х119', 'Утеплитель': 'без утепления', 'Температурный режим': 'от +10 °C до -5 °C', 'Материал подкладки': '100% полиэстер', 'Страна производства': 'Россия', 'Вид застежки': 'молния', 'Особенности модели': 'удобное лекало', 'Опции капюшона': 'несъёмный капюшон', 'Длина изделия по спинке': '92 см', 'Опции опушки': 'без опушки', 'Декоративные элементы': 'без элементов', 'Тип карманов': 'накладные', 'Конструктивные элементы': 'карман', 'Сезон': 'зима', 'Артикул': '141524960', 'Состав': '65% шерсть, 35% полиэстер'}"
пуховик длинный зимний с капюшоном,3950,82,4.5,"{'Размер на модели': 'M', 'Рост модели на фото': '165 см', 'Параметры модели на фото (ОГ-ОТ-ОБ)': '90-65-90', 'Утеплитель': 'холлофайбер', 'Температурный режим': 'от -10 °C до -30 °C', 'Плотность синтетического утеплителя': '300 г/кв.м', 'Материал подкладки': 'полиэстер', 'Вид застежки': 'молния; магнит', 'Особенности модели': 'влагонепроницаемость', 'Опции капюшона': 'несъемный капюшон', 'Опции опушки': 'без опушки', 'Декоративные элементы': 'магнитные кнопки', 'Тип карманов': 'накладные', 'Сезон': 'зима', 'Артикул': '180153573', 'Состав': 'полиэстeр'}"
Пальто зимнее длинное с капюшоном норка,4608,4084,4.6,"{'Размер на модели': '42', 'Рост модели на фото': '175 см', 'Параметры модели на фото (ОГ-ОТ-ОБ)': '82-60-90', 'Утеплитель': 'синтепон', 'Температурный режим': 'от +10 до - 25', 'Плотность синтетического утеплителя': '220 г/кв.м', 'Материал подкладки': 'полиэстер 100%', 'Страна производства': 'Россия', 'Вид застежки': 'молния', 'Особенности модели': 'ветрозащита', 'Опции капюшона': 'несъемный капюшон', 'Опции опушки': 'несъемная опушка', 'Декоративные элементы': 'отделка мехом под норку', 'Тип карманов': 'Прорезной с клапаном -2шт', 'Сезон': 'зима', 'Артикул': '107596628', 'Состав': 'полиэстер 100%'}"
Пуховик зимний,3949,6,5,"{'Размер на модели': '42', 'Рост модели на фото': '173 см', 'Параметры модели на фото (ОГ-ОТ-ОБ)': '90-60-90', 'Утеплитель': 'холлофайбер; зимний', 'Температурный режим': 'от +5 °C до -30 °C', 'Плотность синтетического утеплителя': '430 г/кв.м', 'Материал подкладки': 'теплый; полиэстер', 'Вид застежки': 'молния', 'Особенности модели': 'длинный', 'Опции капюшона': 'водоотталкивающий', 'Декоративные элементы': 'капюшон; карман; манжет', 'Тип карманов': 'накладной', 'Сезон': 'зима; демисезон', 'Артикул': '192803061', 'Состав': 'полиэстер'}"
Куртка утепленная,4839,32,4.8,"{'Рост модели на фото': '175 см', 'Параметры модели на фото (ОГ-ОТ-ОБ)': '82-60-89 см', 'Утеплитель': 'полиэстер', 'Особенности модели': 'спортивный', 'Вид застежки': 'молния', 'Опции капюшона': 'несъемный капюшон', 'Декоративные элементы': 'без элементов', 'Страна производства': 'Китай', 'Артикул': '180472732', 'Состав': 'полиэстер'}"
